image_id,klass,source,source_url,orig_path,orig_filename,width,height,added_at,phash,cropped_path,crop_method,crop_info
7672cc147ccbe63d47e6a1bccc69b194524fe0d0,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000044.jpg,000044.jpg,1300,956,2025-10-04T18:00:21Z,d6907b6f288627d1,data/smart_cropped/7672cc147ccbe63d47e6a1bccc69b194524fe0d0.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.9924386143684387, ""box"": [197, 41, 731, 936]}"
ad40a86c596c44deeab3ddf65dfb547b86ab81dd,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000052.jpg,000052.jpg,1000,667,2025-10-04T18:00:21Z,b39999cccc668c66,data/smart_cropped/ad40a86c596c44deeab3ddf65dfb547b86ab81dd.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}"
5e3dc5f6599d24c2ec3d5d1d260639aa3a4b238b,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000046.jpg,000046.jpg,1000,667,2025-10-04T18:00:21Z,a68dd99959231967,data/smart_cropped/5e3dc5f6599d24c2ec3d5d1d260639aa3a4b238b.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9989664554595947, ""box"": [328, 0, 668, 661]}"
43f982f3e0cbbfc7c72879c7a2b9c7b7a1127e73,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000085.jpg,000085.jpg,600,900,2025-10-04T18:00:21Z,df0b3df0313042cf,data/smart_cropped/43f982f3e0cbbfc7c72879c7a2b9c7b7a1127e73.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9838874936103821, ""box"": [108, 92, 590, 839]}"
dfd582c4293b8d30cb7d66989b9413322fb7c1fb,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000084.jpg,000084.jpg,1600,1155,2025-10-04T18:00:21Z,e4c0f80f6fc613b4,data/smart_cropped/dfd582c4293b8d30cb7d66989b9413322fb7c1fb.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""parking meter"", ""score"": 0.9519891738891602, ""box"": [322, 0, 858, 1048]}"
b3f9ea75a5312b8a3aafd64dfdadc55a06842217,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000047.jpg,000047.jpg,960,960,2025-10-04T18:00:21Z,b26ccb93cc338c93,data/smart_cropped/b3f9ea75a5312b8a3aafd64dfdadc55a06842217.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.9968771934509277, ""box"": [241, 28, 713, 941]}"
e083bd1af59f1dd318fb300d831e0b08906fca68,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000053.jpg,000053.jpg,960,960,2025-10-04T18:00:21Z,b26c8b93cc338967,data/smart_cropped/e083bd1af59f1dd318fb300d831e0b08906fca68.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.9993804693222046, ""box"": [242, 17, 721, 948]}"
74bb24854d50eaa4fd6ea9dcae6b0602b1903a37,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000057.jpg,000057.jpg,1300,956,2025-10-04T18:00:21Z,95a16a4a6d3575c5,data/smart_cropped/74bb24854d50eaa4fd6ea9dcae6b0602b1903a37.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""suitcase"", ""score"": 0.9923267960548401, ""box"": [80, 70, 1246, 946]}"
637c759a395a7e1c029a222680f494c1af284ee3,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000043.jpg,000043.jpg,1000,667,2025-10-04T18:00:21Z,b3c6cc899933334e,data/smart_cropped/637c759a395a7e1c029a222680f494c1af284ee3.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}"
217044e726d5cd01214873ab9ad923deb570bc46,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000080.jpg,000080.jpg,800,600,2025-10-04T18:00:21Z,cccc336633333693,data/smart_cropped/217044e726d5cd01214873ab9ad923deb570bc46.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.9365413188934326, ""box"": [252, 3, 544, 600]}"
9a071a445d5166983d56e0dec2826f0f7c8d6a98,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000081.jpg,000081.jpg,599,900,2025-10-04T18:00:21Z,91291946e7c6e6e6,data/smart_cropped/9a071a445d5166983d56e0dec2826f0f7c8d6a98.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.7396382093429565, ""box"": [104, 52, 599, 900]}"
618842eae033c96955a070200a509342932ce560,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000042.jpg,000042.jpg,1000,667,2025-10-04T18:00:21Z,e666ccd999199931,data/smart_cropped/618842eae033c96955a070200a509342932ce560.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}"
1141adf9f40515e839e0fe6fcc3749677b5f5899,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000056.jpg,000056.jpg,866,1390,2025-10-04T18:00:21Z,d5dd41f26a8f2461,data/smart_cropped/1141adf9f40515e839e0fe6fcc3749677b5f5899.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.8340239524841309, ""box"": [39, 27, 844, 1231]}"
c511b521779cb224c23aad6f4fdab92abe66491c,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000040.jpg,000040.jpg,1000,667,2025-10-04T18:00:21Z,bb91c82e966aa173,data/smart_cropped/c511b521779cb224c23aad6f4fdab92abe66491c.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}"
01e9f45f3b78346b7528cf9bb475d2d49cf0914a,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000068.jpg,000068.jpg,600,900,2025-10-04T18:00:21Z,cece993966666132,data/smart_cropped/01e9f45f3b78346b7528cf9bb475d2d49cf0914a.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.9932512640953064, ""box"": [130, 24, 483, 857]}"
2f99a4e5249c2510217422dbf96e83de83dbcffb,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000083.jpg,000083.jpg,867,1390,2025-10-04T18:00:21Z,af2575c243cb64a6,data/smart_cropped/2f99a4e5249c2510217422dbf96e83de83dbcffb.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""bottle"", ""score"": 0.9977210164070129, ""box"": [20, 509, 346, 1307]}"
c8e1843f614c85ed761c040882174b182465f860,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000082.jpg,000082.jpg,600,600,2025-10-04T18:00:21Z,e699996c99649966,data/smart_cropped/c8e1843f614c85ed761c040882174b182465f860.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""bottle"", ""score"": 0.9992044568061829, ""box"": [179, 0, 417, 600]}"
6c6d7e3d8f12347775b8e3489620234ea23424c6,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000069.jpg,000069.jpg,2500,1970,2025-10-04T18:00:21Z,d82aab88d0f5d4d5,data/smart_cropped/6c6d7e3d8f12347775b8e3489620234ea23424c6.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [265, 0, 2235, 1970]}"
40dea5144bcd8c3180fc92e6008ae98bda51b467,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000055.jpg,000055.jpg,1300,821,2025-10-04T18:00:21Z,9690694b694df5b4,data/smart_cropped/40dea5144bcd8c3180fc92e6008ae98bda51b467.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8843054175376892, ""box"": [709, 79, 1154, 690]}"
57ca935b886ee61ccf339cbac9777194d7a387a6,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000041.jpg,000041.jpg,1000,667,2025-10-04T18:00:21Z,e799996666669330,data/smart_cropped/57ca935b886ee61ccf339cbac9777194d7a387a6.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}"
ce9ba9eada999a77be04068a0df001826a2b2452,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000058.jpg,000058.jpg,1067,1690,2025-10-04T18:00:21Z,f7a04c57a25528de,data/smart_cropped/ce9ba9eada999a77be04068a0df001826a2b2452.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 311, 1067, 1378]}"
7d813180dac88a4646b8906fbb795d95fcf8e5a7,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000064.jpg,000064.jpg,1000,1000,2025-10-04T18:00:21Z,b0c936cec334cb36,data/smart_cropped/7d813180dac88a4646b8906fbb795d95fcf8e5a7.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.9760419130325317, ""box"": [242, 0, 752, 1000]}"
15b77b27e81f540cc521a128327bf3f7249766f8,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000070.jpg,000070.jpg,716,1690,2025-10-04T18:00:21Z,afbf92d061d650e0,data/smart_cropped/15b77b27e81f540cc521a128327bf3f7249766f8.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.7049517631530762, ""box"": [23, 0, 691, 1103]}"
bfc39cbfcbb9f44b799c53aa7f6970cbbefb804c,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000071.jpg,000071.jpg,1000,667,2025-10-04T18:00:21Z,90c13e1f637c3b62,data/smart_cropped/bfc39cbfcbb9f44b799c53aa7f6970cbbefb804c.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.7874186635017395, ""box"": [15, 0, 738, 667]}"
9265036782975efab83dfc5ddeed18d9391552fa,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000065.jpg,000065.jpg,1067,1690,2025-10-04T18:00:21Z,ce4b995c21f47233,data/smart_cropped/9265036782975efab83dfc5ddeed18d9391552fa.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.9992926120758057, ""box"": [188, 65, 863, 1493]}"
aeae0f417119d2c84a5f724f3f74efb2ee12eb45,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000059.jpg,000059.jpg,1600,1157,2025-10-04T18:00:21Z,da0aacd10bb371cb,data/smart_cropped/aeae0f417119d2c84a5f724f3f74efb2ee12eb45.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9986903071403503, ""box"": [389, 87, 1062, 1008]}"
a7f4024a0b0d5dfd988abd40a2969ca3fc6e285f,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000067.jpg,000067.jpg,4032,3024,2025-10-04T18:00:21Z,b94d46999f1a64d1,data/smart_cropped/a7f4024a0b0d5dfd988abd40a2969ca3fc6e285f.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9781777858734131, ""box"": [0, 2198, 430, 2810]}"
c93f697397dc260179237a42fae8353be545485f,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000066.jpg,000066.jpg,1000,667,2025-10-04T18:00:21Z,a664cc9b99339933,data/smart_cropped/c93f697397dc260179237a42fae8353be545485f.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""vase"", ""score"": 0.8941560387611389, ""box"": [312, 0, 675, 667]}"
8aa18c452e2c7e8e41ef35a9e9ab2bc404b9ad4d,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000072.jpg,000072.jpg,682,1023,2025-10-04T18:00:21Z,b04ccbc3cb30cf3c,data/smart_cropped/8aa18c452e2c7e8e41ef35a9e9ab2bc404b9ad4d.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.9652355313301086, ""box"": [118, 55, 521, 973]}"
2c088911eab6cc76011c54a651c2dacc60e45c4e,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000062.jpg,000062.jpg,900,900,2025-10-04T18:00:21Z,b33199c6ccc6cccc,data/smart_cropped/2c088911eab6cc76011c54a651c2dacc60e45c4e.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9736122488975525, ""box"": [238, 4, 655, 806]}"
90eaadfdbcc400916ab00fc826aeb07eb195c1fb,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000063.jpg,000063.jpg,1067,1690,2025-10-04T18:00:21Z,9e9e9919e5656164,data/smart_cropped/90eaadfdbcc400916ab00fc826aeb07eb195c1fb.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.713277280330658, ""box"": [245, 0, 899, 1690]}"
9572b0d396282e80667ee7a85e099ef0398ad084,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000061.jpg,000061.jpg,767,1024,2025-10-04T18:00:21Z,bec9c1369734c81b,data/smart_cropped/9572b0d396282e80667ee7a85e099ef0398ad084.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9906979203224182, ""box"": [3, 48, 767, 1024]}"
38c6bc5f9ec636ea913db379420e8702cc4128c6,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000075.jpg,000075.jpg,5712,4284,2025-10-04T18:00:21Z,c54b9a24ab614dbb,data/smart_cropped/38c6bc5f9ec636ea913db379420e8702cc4128c6.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9986699819564819, ""box"": [4485, 1449, 5712, 3834]}"
d7396903dc1f47deee9d4446a1afdbee3048e2c6,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000048.jpg,000048.jpg,1066,1600,2025-10-04T18:00:21Z,f18c0e7325ce53b4,data/smart_cropped/d7396903dc1f47deee9d4446a1afdbee3048e2c6.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9988943934440613, ""box"": [213, 288, 919, 1300]}"
88b221b05f9cf93e6e46fdf0dc5e52d24ec6c794,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000074.jpg,000074.jpg,1114,1690,2025-10-04T18:00:21Z,bcebc284129b538f,data/smart_cropped/88b221b05f9cf93e6e46fdf0dc5e52d24ec6c794.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 288, 1114, 1402]}"
5d248263897b7352eb000b10316b2f74c8f2b44a,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000060.jpg,000060.jpg,1067,1690,2025-10-04T18:00:21Z,99996665e6666564,data/smart_cropped/5d248263897b7352eb000b10316b2f74c8f2b44a.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.9378497004508972, ""box"": [257, 50, 856, 1690]}"
fb1dbe97fddf72fa58663e758dfe8210df4463a3,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000007.jpg,000007.jpg,1600,2134,2025-10-04T18:00:21Z,cbb4b40d70ea8679,data/smart_cropped/fb1dbe97fddf72fa58663e758dfe8210df4463a3.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""wine glass"", ""score"": 0.9983845949172974, ""box"": [426, 606, 919, 1628]}"
