image_id,klass,source,source_url,orig_path,orig_filename,width,height,added_at,phash,cropped_path,crop_method,crop_info,aug_id,aug_source,aug_path,aug_params
8960123252d5bbd4c251a3d452e955553701228a,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000033.jpg,000033.jpg,1000,667,2025-10-04T18:00:21Z,e499cb9999629a66,data/smart_cropped/8960123252d5bbd4c251a3d452e955553701228a.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8997564911842346, ""box"": [329, 83, 730, 667]}",8960123252d5bbd4c251a3d452e955553701228a_aug3,data/smart_cropped/8960123252d5bbd4c251a3d452e955553701228a.jpg,data/augmented/8960123252d5bbd4c251a3d452e955553701228a_aug3_e4999eb7.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 3}"
8960123252d5bbd4c251a3d452e955553701228a,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000033.jpg,000033.jpg,1000,667,2025-10-04T18:00:21Z,e499cb9999629a66,data/smart_cropped/8960123252d5bbd4c251a3d452e955553701228a.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8997564911842346, ""box"": [329, 83, 730, 667]}",8960123252d5bbd4c251a3d452e955553701228a_aug4,data/smart_cropped/8960123252d5bbd4c251a3d452e955553701228a.jpg,data/augmented/8960123252d5bbd4c251a3d452e955553701228a_aug4_cd478e90.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 4}"
a50a5b43662152fcd023af3e1600abe6bdf3c17d,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000019.jpg,000019.jpg,1300,1040,2025-10-04T18:00:21Z,adf852842ec37d8a,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9821876287460327, ""box"": [455, 0, 1158, 994]}",a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug1,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,data/augmented/a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug1_10051a59.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 1}"
a50a5b43662152fcd023af3e1600abe6bdf3c17d,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000019.jpg,000019.jpg,1300,1040,2025-10-04T18:00:21Z,adf852842ec37d8a,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9821876287460327, ""box"": [455, 0, 1158, 994]}",a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug2,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,data/augmented/a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug2_3b169fe1.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 2}"
a50a5b43662152fcd023af3e1600abe6bdf3c17d,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000019.jpg,000019.jpg,1300,1040,2025-10-04T18:00:21Z,adf852842ec37d8a,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9821876287460327, ""box"": [455, 0, 1158, 994]}",a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug3,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,data/augmented/a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug3_beee7529.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 3}"
a50a5b43662152fcd023af3e1600abe6bdf3c17d,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000019.jpg,000019.jpg,1300,1040,2025-10-04T18:00:21Z,adf852842ec37d8a,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9821876287460327, ""box"": [455, 0, 1158, 994]}",a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug4,data/smart_cropped/a50a5b43662152fcd023af3e1600abe6bdf3c17d.jpg,data/augmented/a50a5b43662152fcd023af3e1600abe6bdf3c17d_aug4_36f51593.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 4}"
0b56d01b6d13c3e2361719466d985296721e4aa8,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000031.jpg,000031.jpg,1000,667,2025-10-04T18:00:21Z,b0c6ce36c9999999,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}",0b56d01b6d13c3e2361719466d985296721e4aa8_aug1,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,data/augmented/0b56d01b6d13c3e2361719466d985296721e4aa8_aug1_d76fa48f.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 1}"
0b56d01b6d13c3e2361719466d985296721e4aa8,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000031.jpg,000031.jpg,1000,667,2025-10-04T18:00:21Z,b0c6ce36c9999999,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}",0b56d01b6d13c3e2361719466d985296721e4aa8_aug2,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,data/augmented/0b56d01b6d13c3e2361719466d985296721e4aa8_aug2_679a19df.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 2}"
0b56d01b6d13c3e2361719466d985296721e4aa8,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000031.jpg,000031.jpg,1000,667,2025-10-04T18:00:21Z,b0c6ce36c9999999,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}",0b56d01b6d13c3e2361719466d985296721e4aa8_aug3,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,data/augmented/0b56d01b6d13c3e2361719466d985296721e4aa8_aug3_f997196a.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 3}"
0b56d01b6d13c3e2361719466d985296721e4aa8,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000031.jpg,000031.jpg,1000,667,2025-10-04T18:00:21Z,b0c6ce36c9999999,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [166, 0, 833, 667]}",0b56d01b6d13c3e2361719466d985296721e4aa8_aug4,data/smart_cropped/0b56d01b6d13c3e2361719466d985296721e4aa8.jpg,data/augmented/0b56d01b6d13c3e2361719466d985296721e4aa8_aug4_c783ff6e.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 4}"
0fbf394be675111ac5d0872e2b0df344d2bf9c85,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000025.jpg,000025.jpg,1067,1690,2025-10-04T18:00:21Z,e5ed58961a93119e,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8574167490005493, ""box"": [223, 115, 852, 1445]}",0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug1,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,data/augmented/0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug1_81091bd0.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 1}"
0fbf394be675111ac5d0872e2b0df344d2bf9c85,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000025.jpg,000025.jpg,1067,1690,2025-10-04T18:00:21Z,e5ed58961a93119e,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8574167490005493, ""box"": [223, 115, 852, 1445]}",0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug2,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,data/augmented/0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug2_f555bbf6.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 2}"
0fbf394be675111ac5d0872e2b0df344d2bf9c85,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000025.jpg,000025.jpg,1067,1690,2025-10-04T18:00:21Z,e5ed58961a93119e,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8574167490005493, ""box"": [223, 115, 852, 1445]}",0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug3,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,data/augmented/0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug3_a8dd45e2.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 3}"
0fbf394be675111ac5d0872e2b0df344d2bf9c85,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000025.jpg,000025.jpg,1067,1690,2025-10-04T18:00:21Z,e5ed58961a93119e,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.8574167490005493, ""box"": [223, 115, 852, 1445]}",0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug4,data/smart_cropped/0fbf394be675111ac5d0872e2b0df344d2bf9c85.jpg,data/augmented/0fbf394be675111ac5d0872e2b0df344d2bf9c85_aug4_c80ef489.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 4}"
b4d072ae6a09f3dd82bbefe7fa853d31393e8101,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000024.jpg,000024.jpg,866,1390,2025-10-04T18:00:21Z,f48d58835bb252b9,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 262, 866, 1128]}",b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug1,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,data/augmented/b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug1_c5c5ef94.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 1}"
b4d072ae6a09f3dd82bbefe7fa853d31393e8101,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000024.jpg,000024.jpg,866,1390,2025-10-04T18:00:21Z,f48d58835bb252b9,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 262, 866, 1128]}",b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug2,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,data/augmented/b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug2_a4c37e1e.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 2}"
b4d072ae6a09f3dd82bbefe7fa853d31393e8101,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000024.jpg,000024.jpg,866,1390,2025-10-04T18:00:21Z,f48d58835bb252b9,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 262, 866, 1128]}",b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug3,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,data/augmented/b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug3_d47c2f89.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 3}"
b4d072ae6a09f3dd82bbefe7fa853d31393e8101,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000024.jpg,000024.jpg,866,1390,2025-10-04T18:00:21Z,f48d58835bb252b9,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 262, 866, 1128]}",b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug4,data/smart_cropped/b4d072ae6a09f3dd82bbefe7fa853d31393e8101.jpg,data/augmented/b4d072ae6a09f3dd82bbefe7fa853d31393e8101_aug4_c48953af.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 4}"
11d73ed1b1f720421c36e904417d53c76b151272,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000030.jpg,000030.jpg,667,1000,2025-10-04T18:00:21Z,ed6f96c792189238,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 166, 667, 833]}",11d73ed1b1f720421c36e904417d53c76b151272_aug1,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,data/augmented/11d73ed1b1f720421c36e904417d53c76b151272_aug1_85368f50.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 1}"
11d73ed1b1f720421c36e904417d53c76b151272,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000030.jpg,000030.jpg,667,1000,2025-10-04T18:00:21Z,ed6f96c792189238,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 166, 667, 833]}",11d73ed1b1f720421c36e904417d53c76b151272_aug2,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,data/augmented/11d73ed1b1f720421c36e904417d53c76b151272_aug2_9ac2c83e.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 2}"
11d73ed1b1f720421c36e904417d53c76b151272,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000030.jpg,000030.jpg,667,1000,2025-10-04T18:00:21Z,ed6f96c792189238,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 166, 667, 833]}",11d73ed1b1f720421c36e904417d53c76b151272_aug3,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,data/augmented/11d73ed1b1f720421c36e904417d53c76b151272_aug3_47798637.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 3}"
11d73ed1b1f720421c36e904417d53c76b151272,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000030.jpg,000030.jpg,667,1000,2025-10-04T18:00:21Z,ed6f96c792189238,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,center_square_fallback,"{""method"": ""center_square_fallback"", ""label"": null, ""score"": null, ""box"": [0, 166, 667, 833]}",11d73ed1b1f720421c36e904417d53c76b151272_aug4,data/smart_cropped/11d73ed1b1f720421c36e904417d53c76b151272.jpg,data/augmented/11d73ed1b1f720421c36e904417d53c76b151272_aug4_4b1a2de8.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 4}"
232769fc663db16c9055a87cc93d3ac2ac5202d6,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000018.jpg,000018.jpg,942,1390,2025-10-04T18:00:21Z,d3cb4c7534890f87,data/smart_cropped/232769fc663db16c9055a87cc93d3ac2ac5202d6.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9991756081581116, ""box"": [103, 123, 809, 1210]}",232769fc663db16c9055a87cc93d3ac2ac5202d6_aug1,data/smart_cropped/232769fc663db16c9055a87cc93d3ac2ac5202d6.jpg,data/augmented/232769fc663db16c9055a87cc93d3ac2ac5202d6_aug1_af6d5fbf.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 1}"
232769fc663db16c9055a87cc93d3ac2ac5202d6,lager,bing,,data/raw/bing/lager/lager_beer_in_glass_at_bar_-bottle_-can_-logo_-mockup_-illustration/000018.jpg,000018.jpg,942,1390,2025-10-04T18:00:21Z,d3cb4c7534890f87,data/smart_cropped/232769fc663db16c9055a87cc93d3ac2ac5202d6.jpg,detr_object_crop,"{""method"": ""detr_object_crop"", ""label"": ""cup"", ""score"": 0.9991756081581116, ""box"": [103, 123, 809, 1210]}",232769fc663db16c9055a87cc93d3ac2ac5202d6_aug2,data/smart_cropped/232769fc663db16c9055a87cc93d3ac2ac5202d6.jpg,data/augmented/232769fc663db16c9055a87cc93d3ac2ac5202d6_aug2_943652ab.jpg,"{""transform_profile"": ""beer_bottle_default_v1"", ""version"": ""1.0"", ""index"": 2}"
